idx,facility_name,suggested_name,Name_Correction,Name_Match,all_names,source_facility_type,odhf_facility_type,suggested_type,Type_Match,Type_Correction,all_types,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,MISSING,hosp_group,dupe_flag,address
QC376,clsc de limoilou,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1405, chemin de la Canardière,G1J0A7,Québec,qc,"1405, chemin de la Canardière",Québec,2423027,24,46.836361,-71.223633,1,5301,FALSE,"1405,  chemin de la Canardière, Québec, qc, G1J0A7"
QC377,clsc murray,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,500, rue Murray,J1G2K6,Sherbrooke,qc,"500, rue Murray",Sherbrooke,2443027,24,45.400539,-71.876238,1,5302,FALSE,"500,  rue Murray, Sherbrooke, qc, J1G2K6"
QC378,clsc des faubourgs,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,2187, rue Larivière,H2K1P5,Montréal,qc,"2187, rue Larivière",Montréal,2466023,24,45.530253,-73.558443,1,5303,FALSE,"2187,  rue Larivière, Montréal, qc, H2K1P5"
QC379,clsc sainte-geneviève,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,620, rue Sainte-Geneviève,G9A3W7,Trois-Rivières,qc,"620, rue Sainte-Geneviève",Trois-Rivières,2437067,24,46.3489,-72.53945,1,5304,FALSE,"620,  rue Sainte-Geneviève, Trois-Rivières, qc, G9A3W7"
QC38,centre d'hébergement de saint-antonin,,,,,CHSGS,Hospitals,,,,,Province of Québec,,286, rue Principale,G0L2J0,Saint-Antonin,qc,"286, rue Principale",Saint-Antonin,2412015,24,47.76243,-69.478676,1,5305,FALSE,"286,  rue Principale, Saint-Antonin, qc, G0L2J0"
QC380,clsc de gallichan,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,207, chemin de la Rivière Ouest,J0Z2B0,Gallichan,qc,"207, chemin de la Rivière Ouest",Gallichan,2487020,24,48.602562,-79.298602,1,5306,FALSE,"207,  chemin de la Rivière Ouest, Gallichan, qc, J0Z2B0"
QC381,clsc de beaucanton,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,2709, boulevard du Curé-McDuff,J0Z1H0,Gouvernement régional d'Eeyou Istchee Baie-James,qc,"2709, boulevard du Curé-McDuff",Eeyou Istchee Baie-James,2499060,24,49.038862,-79.237255,1,5307,FALSE,"2709,  boulevard du Curé-McDuff, Gouvernement régional d'Eeyou Istchee Baie-James, qc, J0Z1H0"
QC382,clsc de duparquet,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,86, rue Principale,J0Z1W0,Duparquet,qc,"86, rue Principale",Duparquet,2487005,24,48.505367,-79.229203,1,5308,FALSE,"86,  rue Principale, Duparquet, qc, J0Z1W0"
QC383,clsc de mirabel,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,8467, rue Saint-Jacques,J7N2A3,Mirabel,qc,"8467, rue Saint-Jacques",Mirabel,2474005,24,45.633802,-73.982955,1,5309,FALSE,"8467,  rue Saint-Jacques, Mirabel, qc, J7N2A3"
QC384,maison de naissance du boisé-de-blainville,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,15, 70e Avenue Ouest,J7C1R7,Blainville,qc,"15, 70e Avenue Ouest",Blainville,2473015,24,45.673173,-73.882858,1,5310,FALSE,"15,  70e Avenue Ouest, Blainville, qc, J7C1R7"
QC385,clsc de thérèse-de blainville,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,125, rue Duquet,J7E0A5,Sainte-Thérèse,qc,"125, rue Duquet",Sainte-Thérèse,2473010,24,45.64443,-73.840336,1,5311,FALSE,"125,  rue Duquet, Sainte-Thérèse, qc, J7E0A5"
QC386,clsc meilleur de l'épiphanie,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,16, rue Leblanc,J5X4R9,L'Épiphanie,qc,"16, rue Leblanc, bureau 200",L'Épiphanie,2460035,24,45.847566,-73.484737,1,5312,FALSE,"16,  rue Leblanc, L'Épiphanie, qc, J5X4R9"
QC387,clsc de pont-rouge,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,3, rue du Jardin,G3H0A8,Pont-Rouge,qc,"3, rue du Jardin",Pont-Rouge,2434017,24,46.746101,-71.691384,1,5313,FALSE,"3,  rue du Jardin, Pont-Rouge, qc, G3H0A8"
QC388,clsc de rivière-à-pierre,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,605, rue de l'Église Est,G0A3A0,Rivière-à-Pierre,qc,"605, rue de l'Église Est",Rivière-à-Pierre,2434135,24,46.997838,-72.178451,1,5314,FALSE,"605,  rue de l'Église Est, Rivière-à-Pierre, qc, G0A3A0"
QC389,clsc de saint-ubalde,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,427-A, boulevard Chabot,G0A4L0,Saint-Ubalde,qc,"427-A, boulevard Chabot",Saint-Ubalde,2434090,24,46.755269,-72.270546,1,5315,FALSE,"427-A,  boulevard Chabot, Saint-Ubalde, qc, G0A4L0"
QC39,hôpital de chicoutimi,hôpital de chicoutimi,,TRUE,"['hôpital de chicoutimi', 'ciusss du saguenay–lac-st-jean — hôpital de chicoutimi']",CHSGS,Hospitals,Hospitals,TRUE,,['Hospitals'],Province of Québec,,305, rue Saint-Vallier,G7H5H6,Saguenay,qc,"305, rue Saint-Vallier,",Saguenay,2494068,24,48.425975,-71.048599,1,5316,TRUE,"305,  rue Saint-Vallier, Saguenay, qc, G7H5H6"
QC390,clsc de bassin,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,599, chemin du Bassin (Bassin),G4T0C8,Les Îles-de-la-Madeleine,qc,"599, chemin du Bassin (Bassin)",Les Îles-de-la-Madeleine,2401023,24,47.221557,-61.933498,1,5317,FALSE,"599,  chemin du Bassin (Bassin), Les Îles-de-la-Madeleine, qc, G4T0C8"
QC391,clsc de l'ouest-de-l'île,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,4250, rue Dagenais Ouest,H7R1L4,Laval,qc,"4250, rue Dagenais Ouest",Laval,2465005,24,45.558862,-73.837428,1,5318,FALSE,"4250,  rue Dagenais Ouest, Laval, qc, H7R1L4"
QC392,clsc de maniwaki,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,149, rue Principale Nord,J9E2B7,Maniwaki,qc,"149, rue Principale Nord",Maniwaki,2483065,24,46.383893,-75.984593,1,5319,FALSE,"149,  rue Principale Nord, Maniwaki, qc, J9E2B7"
QC393,clsc laviolette,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1274, rue Laviolette,G9A1W4,Trois-Rivières,qc,"1274, rue Laviolette",Trois-Rivières,2437067,24,46.351559,-72.548543,1,5320,FALSE,"1274,  rue Laviolette, Trois-Rivières, qc, G9A1W4"
QC394,clsc père-daniel,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,939, rue Père-Daniel,G9A2W9,Trois-Rivières,qc,"939, rue Père-Daniel",Trois-Rivières,2437067,24,46.334032,-72.559277,1,5321,FALSE,"939,  rue Père-Daniel, Trois-Rivières, qc, G9A2W9"
QC395,clsc de portneuf,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,655, avenue de l'Église,G0A2Y0,Portneuf,qc,"655, avenue de l'Église",Portneuf,2434048,24,46.710177,-71.888295,1,5322,FALSE,"655,  avenue de l'Église, Portneuf, qc, G0A2Y0"
QC396,clsc de piedmont,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,694, chemin Avila,J0R1R3,Piedmont,qc,"694, chemin Avila",Piedmont,2477030,24,45.888385,-74.145088,1,5323,FALSE,"694,  chemin Avila, Piedmont, qc, J0R1R3"
QC397,clsc de moffet,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,14-A, rue Principale,J0Z2W0,Moffet,qc,"14-A, rue Principale",Moffet,2485075,24,47.543261,-78.952045,1,5324,FALSE,"14-A,  rue Principale, Moffet, qc, J0Z2W0"
QC398,clsc de notre-dame-du-nord,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,17-A, rue Principale Nord,J0Z3B0,Notre-Dame-du-Nord,qc,"17-A, rue Principale Nord",Notre-Dame-du-Nord,2485090,24,47.594419,-79.483438,1,5325,FALSE,"17-A,  rue Principale Nord, Notre-Dame-du-Nord, qc, J0Z3B0"
QC399,clsc saint-charles,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,162, rue Saint-Charles Sud,J2G7A4,Granby,qc,"162, rue Saint-Charles Sud",Granby,2447017,24,45.397702,-72.735089,1,5326,FALSE,"162,  rue Saint-Charles Sud, Granby, qc, J2G7A4"
QC4,hopital de jour l'envol,,,,,CHPSY,Hospitals,,,,,Province of Québec,,6625, boulevard Lasalle,H4H1R2,Montréal,qc,"6625, boulevard Lasalle",Montréal,2466023,24,45.444268,-73.581796,1,5327,FALSE,"6625,  boulevard Lasalle, Montréal, qc, H4H1R2"
QC40,hôpital de matane,ch de matane,,FALSE,"['hôpital de matane', 'ch de matane', 'cisss du bas-saint-laurent — hôpital de matane']",CHSGS,Hospitals,Hospitals,TRUE,,['Hospitals'],Province of Québec,,333, rue Thibault,G4W2W5,Matane,qc,"333, rue Thibault",Matane,2408053,24,48.843566,-67.524416,1,5328,TRUE,"333,  rue Thibault, Matane, qc, G4W2W5"
QC400,clsc de bromont,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,82, boulevard de Bromont,J2L2K3,Bromont,qc,"82, boulevard de Bromont",Bromont,2446078,24,45.323273,-72.646413,1,5329,FALSE,"82,  boulevard de Bromont, Bromont, qc, J2L2K3"
QC401,clsc de l'établissement-de-détention,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,2, boulevard de la Salette,J7Y5G5,Saint-Jérôme,qc,"2, boulevard de la Salette",Saint-Jérôme,2475017,24,45.800741,-74.017679,1,5330,FALSE,"2,  boulevard de la Salette, Saint-Jérôme, qc, J7Y5G5"
QC402,clsc de cadillac,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,52, rue de Cadillac,J0Y1C0,Rouyn-Noranda,qc,"52, rue de Cadillac",Rouyn-Noranda,2486042,24,48.223799,-78.383854,1,5331,FALSE,"52,  rue de Cadillac, Rouyn-Noranda, qc, J0Y1C0"
QC403,clsc de cléricy,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,883, rue du Rivage,J0Z1P0,Rouyn-Noranda,qc,"883, rue du Rivage",Rouyn-Noranda,2486042,24,48.363979,-78.862713,1,5332,FALSE,"883,  rue du Rivage, Rouyn-Noranda, qc, J0Z1P0"
QC404,clsc de montbeillard,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,9632, boulevard Rideau,J0Z2X0,Rouyn-Noranda,qc,"9632, boulevard Rideau",Rouyn-Noranda,2486042,24,48.045651,-79.259618,1,5333,FALSE,"9632,  boulevard Rideau, Rouyn-Noranda, qc, J0Z2X0"
QC405,clsc de destor,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,7182, rang du Parc,J9Y0C8,Rouyn-Noranda,qc,"7182, rang du Parc",Rouyn-Noranda,2486042,24,48.459728,-78.955783,1,5334,FALSE,"7182,  rang du Parc, Rouyn-Noranda, qc, J9Y0C8"
QC406,clsc de laforce,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,711, chemin du Village,J0Z2J0,Laforce,qc,"711, chemin du Village",Laforce,2485070,24,47.536631,-78.724998,1,5335,FALSE,"711,  chemin du Village, Laforce, qc, J0Z2J0"
QC407,clsc de belleterre,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,72, 3e Rue,J0Z1L0,Belleterre,qc,"72, 3e Rue",Belleterre,2485065,24,47.389384,-78.703439,1,5336,FALSE,"72,  3e Rue, Belleterre, qc, J0Z1L0"
QC408,clsc de latulipe,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,5, rue du carrefour Nord,J0Z2N0,Latulipe-et-Gaboury,qc,"5, rue du carrefour Nord",Latulipe-et-Gaboury,2485060,24,47.429355,-79.031944,1,5337,FALSE,"5,  rue du carrefour Nord, Latulipe-et-Gaboury, qc, J0Z2N0"
QC409,clsc de l'isle-verte,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,25, rue du Quai,G0L1K0,L'Isle-Verte,qc,"25, rue du Quai",L'Isle-Verte,2412043,24,48.017052,-69.335508,1,5338,FALSE,"25,  rue du Quai, L'Isle-Verte, qc, G0L1K0"
QC41,hôtel-dieu du centre hospitalier de l'université de montréal,hôtel-dieu du centre hospitalier de l'université de montréal,,TRUE,"[""hôtel-dieu du centre hospitalier de l'université de montréal"", 'ch de luniversité de montréal (chum) - hôtel-dieu (siège social)']",CHSGS,Hospitals,Hospitals,TRUE,,['Hospitals'],Province of Québec,,3840, rue Saint-Urbain,H2W1T8,Montréal,qc,"3840, rue Saint-Urbain",Montréal,2466023,24,45.513942,-73.578112,1,5339,TRUE,"3840,  rue Saint-Urbain, Montréal, qc, H2W1T8"
QC410,clsc de benny farm,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,6484, avenue de Monkland,H4B1H3,Montréal,qc,"6484, avenue de Monkland",Montréal,2466023,24,45.465542,-73.631433,1,5340,FALSE,"6484,  avenue de Monkland, Montréal, qc, H4B1H3"
QC411,clsc de saint-polycarpe,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,11, chemin de la Cité-des-Jeunes,J0P1X0,Saint-Polycarpe,qc,"11, chemin de la Cité-des-Jeunes",Saint-Polycarpe,2471020,24,45.300395,-74.299053,1,5341,FALSE,"11,  chemin de la Cité-des-Jeunes, Saint-Polycarpe, qc, J0P1X0"
QC412,clsc de varennes,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,2082, route Marie-Victorin,J3X2C7,Varennes,qc,"2082, route Marie-Victorin",Varennes,2459020,24,45.679616,-73.438367,1,5342,FALSE,"2082,  route Marie-Victorin, Varennes, qc, J3X2C7"
QC413,clsc de saint-amable,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,555, rue Principale,J0L1N0,Saint-Amable,qc,"555, rue Principale",Saint-Amable,2459015,24,45.643515,-73.306865,1,5343,FALSE,"555,  rue Principale, Saint-Amable, qc, J0L1N0"
QC414,clsc union,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,2021, avenue Union,H3A2S9,Montréal,qc,"2021, avenue Union",Montréal,2466023,24,45.505146,-73.571268,1,5344,FALSE,"2021,  avenue Union, Montréal, qc, H3A2S9"
QC416,clsc de marsoui,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,8, rue Principale Est,G0E1S0,Marsoui,qc,"8, rue Principale Est",Marsoui,2404025,24,49.21495,-66.067007,1,5345,FALSE,"8,  rue Principale Est, Marsoui, qc, G0E1S0"
QC417,clsc robinson-sud,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,90, rue Robinson Sud,J2G7L4,Granby,qc,"90, rue Robinson Sud, bureau 101",Granby,2447017,24,45.40478,-72.744039,1,5346,FALSE,"90,  rue Robinson Sud, Granby, qc, J2G7L4"
QC418,maison de naissance du fjord-au-lac,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,282, rue Saint-Vallier,G7H4J1,Saguenay,qc,"282, rue Saint-Vallier",Saguenay,2494068,24,48.426994,-71.050569,1,5347,FALSE,"282,  rue Saint-Vallier, Saguenay, qc, G7H4J1"
QC419,msdc chisasibi,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,26, rue Salt,J0M1E0,Chisasibi,qc,"26, rue Salt",Chisasibi,2499814,24,53.776273,-78.880462,1,5348,FALSE,"26,  rue Salt, Chisasibi, qc, J0M1E0"
QC420,msdc eastmain,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,61, rue Nouchimi,J0M1W0,Eastmain,qc,"61, rue Nouchimi",Eastmain,2499810,24,52.243059,-78.5016,1,5349,FALSE,"61,  rue Nouchimi, Eastmain, qc, J0M1W0"
QC421,msdc mistissini,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,304, rue Queen,G0W1C0,Mistissini,qc,"304, rue Queen",Mistissini,2499804,24,50.412677,-73.866247,1,5350,FALSE,"304,  rue Queen, Mistissini, qc, G0W1C0"
QC422,msdc nemaska,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,20, rue Bedabin,J0Y3B0,Nemaska,qc,"20, rue Bedabin",Nemaska,2499808,24,51.677681,-76.259021,1,5351,FALSE,"20,  rue Bedabin, Nemaska, qc, J0Y3B0"
QC423,msdc waskaganish,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,8, Cowboy Trail,J0M1R0,Waskaganish,qc,"8, Cowboy Trail",Waskaganish,2499806,24,51.488298,-78.746151,1,5352,FALSE,"8,  Cowboy Trail, Waskaganish, qc, J0M1R0"
QC424,msdc waswanipi,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,3, rue West Aspen,J0Y3C0,Waswanipi,qc,"3, rue West Aspen",Waswanipi,2499010,24,49.692639,-75.962268,1,5353,FALSE,"3,  rue West Aspen, Waswanipi, qc, J0Y3C0"
QC425,msdc wemindji,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,27, rue Gilpin,J0M1L0,Wemindji,qc,"27, rue Gilpin",Wemindji,2499812,24,52.998998,-78.812776,1,5354,FALSE,"27,  rue Gilpin, Wemindji, qc, J0M1L0"
QC426,msdc whapmagoostui,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,423, rue Whapmakw,J0M1G0,Whapmagoostui,qc,"423, rue Whapmakw",Kuujjuarapik,2499075,24,55.277992,-77.761258,1,5355,FALSE,"423,  rue Whapmakw, Whapmagoostui, qc, J0M1G0"
QC427,msdc ouje-bougoumou,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,7, rue Wastawshkootaw,G0W3C0,Oujé-Bougoumou,qc,"7, rue Wastawshkootaw",Oujé-Bougoumou,2499818,24,49.92214,-74.825539,1,5356,FALSE,"7,  rue Wastawshkootaw, Oujé-Bougoumou, qc, G0W3C0"
QC428,clsc du centre-de-la-mauricie,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1082, rue Sainte-Hélène,G9N0E6,Shawinigan,qc,"1082, rue Sainte-Hélène",Shawinigan,2436033,24,46.552594,-72.747614,1,5357,FALSE,"1082,  rue Sainte-Hélène, Shawinigan, qc, G9N0E6"
QC429,clsc de saint-jérôme,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,161, de la Gare,J7Z2B9,Saint-Jérôme,qc,"161, de la Gare",Saint-Jérôme,2475017,24,45.77685,-74.000988,1,5358,FALSE,"161,  de la Gare, Saint-Jérôme, qc, J7Z2B9"
QC43,hôpital d'alma,,,,,CHSGS,Hospitals,,,,,Province of Québec,,300, boulevard Champlain Sud,G8B5W3,Alma,qc,"300, boulevard Champlain Sud",Alma,2493042,24,48.55062,-71.665075,1,5359,FALSE,"300,  boulevard Champlain Sud, Alma, qc, G8B5W3"
QC430,clsc de la rue chasles,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,471, rue Chasles,J9L2V2,Mont-Laurier,qc,"471, rue Chasles",Mont-Laurier,2479088,24,46.552221,-75.497506,1,5360,FALSE,"471,  rue Chasles, Mont-Laurier, qc, J9L2V2"
QC431,clsc saint-antoine,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,480, 5e Rue,J7Z0H6,Saint-Jérôme,qc,"480, 5e Rue",Saint-Jérôme,2475017,24,45.763402,-73.996275,1,5361,FALSE,"480,  5e Rue, Saint-Jérôme, qc, J7Z0H6"
QC432,clsc de sainte-agathe-des-monts,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,2, rue Préfontaine,J8C1C3,Sainte-Agathe-des-Monts,qc,"2, rue Préfontaine",Sainte-Agathe-des-Monts,2478032,24,46.049501,-74.289013,1,5362,FALSE,"2,  rue Préfontaine, Sainte-Agathe-des-Monts, qc, J8C1C3"
QC433,clsc de saint-césaire,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1394, rue Notre-Dame,J0L1T0,Saint-Césaire,qc,"1394, rue Notre-Dame",Saint-Césaire,2455023,24,45.408873,-73.002952,1,5363,FALSE,"1394,  rue Notre-Dame, Saint-Césaire, qc, J0L1T0"
QC434,clsc du richelieu,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,300, chemin de Marieville,J3L3V8,Richelieu,qc,"300, chemin de Marieville",Richelieu,2455057,24,45.437737,-73.244989,1,5364,FALSE,"300,  chemin de Marieville, Richelieu, qc, J3L3V8"
QC435,maison de naissance jeanne-mance,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1822-1828, rue Ontario Est,H2K1T7,Montréal,qc,"1822-1828, rue Ontario Est",Montréal,2466023,24,45.526093,-73.558727,1,5365,FALSE,"1822-1828,  rue Ontario Est, Montréal, qc, H2K1T7"
QC436,clsc de godbout,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,101, rue Levack,G0H1G0,Godbout,qc,"101, rue Levack",Godbout,2496010,24,49.319593,-67.598706,1,5366,FALSE,"101,  rue Levack, Godbout, qc, G0H1G0"
QC437,clsc de franquelin,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,5, rue des Cèdres,G0H1E0,Franquelin,qc,"5, rue des Cèdres",Franquelin,2496015,24,49.292738,-67.902684,1,5367,FALSE,"5,  rue des Cèdres, Franquelin, qc, G0H1E0"
QC438,clsc de blanc-sablon,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1077, boulevard Docteur-Camille-Marcoux,G0G1W0,Blanc-Sablon,qc,"1077, boulevard Docteur-Camille-Marcoux",Blanc-Sablon,2498005,24,51.412501,-57.203118,1,5368,FALSE,"1077,  boulevard Docteur-Camille-Marcoux, Blanc-Sablon, qc, G0G1W0"
QC439,clsc de val-d'or,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,735, 6e Rue,J9P3Y1,Val-d'Or,qc,"735, 6e Rue",Val-d'Or,2489008,24,48.096799,-77.797188,1,5369,FALSE,"735,  6e Rue, Val-d'Or, qc, J9P3Y1"
QC44,pavillon sainte-marie,pavillon sainte-marie,,TRUE,"['pavillon sainte-marie', 'ch régional de trois-rivières - pavillon sainte-marie', 'ciusss de la mauricie-et-du-centre-du-québec — pavillon sainte-marie']",CHSGS,Hospitals,Hospitals,TRUE,,['Hospitals'],Province of Québec,,1991, boulevard du Carmel,G8Z3R9,Trois-Rivières,qc,"1991, boulevard du Carmel",Trois-Rivières,2437067,24,46.35436,-72.563184,1,5370,TRUE,"1991,  boulevard du Carmel, Trois-Rivières, qc, G8Z3R9"
QC440,clsc de sacré-coeur,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,55, rue Lévesque,G0T1Y0,Sacré-Coeur,qc,"55, rue Lévesque",Sacré-Coeur,2495010,24,48.231665,-69.800087,1,5371,FALSE,"55,  rue Lévesque, Sacré-Coeur, qc, G0T1Y0"
QC441,clsc du pavillon-de-la-santé,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,3351, boulevard des Forges,G8Z4M3,Trois-Rivières,qc,"3351, boulevard des Forges",Trois-Rivières,2437067,24,46.348038,-72.577779,1,5372,FALSE,"3351,  boulevard des Forges, Trois-Rivières, qc, G8Z4M3"
QC442,clsc de ham-nord,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,285, 1ère Avenue,G0P1A0,Ham-Nord,qc,"285, 1ère Avenue",Ham-Nord,2439010,24,45.902765,-71.646797,1,5373,FALSE,"285,  1ère Avenue, Ham-Nord, qc, G0P1A0"
QC443,clsc île-des-sœurs,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,1, Place du Commerce,H3E1A1,Montréal,qc,"1, Place du Commerce",Montréal,2466023,24,45.468517,-73.545706,1,5374,FALSE,"1,  Place du Commerce, Montréal, qc, H3E1A1"
QC444,clsc de la pinière,,,,,CLSC,Ambulatory health care services,,,,,Province of Québec,,3195, boulevard de la Pinière,J6X4P7,Terrebonne,qc,"3195, boulevard de la Pinière",Terrebonne,2464008,24,45.722956,-73.686895,1,5375,FALSE,"3195,  boulevard de la Pinière, Terrebonne, qc, J6X4P7"
